860;713
385;711
721;972
43;720
92;179
386;887
267;559
547;183
59;13
660;632
161;292
171;319
134;967
71;341
322;627
587;740
842;311
645;457
953;822
31;101
150;530
390;393
883;693
563;283
457;133
611;968
206;869
35;468
288;756
323;128
621;143
555;324
279;763
970;174
676;921
456;273
273;949
240;894
906;990
557;276
107;144
975;994
875;353
534;908
304;914
798;818
314;391
579;741
466;572
416;778
364;716
172;816
960;870
46;689
517;925
742;223
312;408
921;788
654;49
438;183
896;138
917;472
191;909
385;818
324;166
59;312
113;172
261;239
140;850
740;598
116;893
356;915
208;217
237;354
254;186
738;560
401;447
926;272
72;160
920;703
597;692
201;940
47;580
428;970
962;974
482;168
935;22
858;863
550;982
138;418
808;121
453;436
783;587
98;130
793;727
961;873
853;432
170;353
713;559
3;169
3;848
56;73
828;557
537;305
320;646
463;35
680;131
428;528
832;428
526;680
825;923
506;127
490;986
518;768
684;252
742;715
862;605
868;308
74;672
904;603
527;271
677;182
452;24
928;879
360;366
932;481
859;983
380;391
326;80
24;125
359;726
827;616
967;905
556;195
774;868
497;845
802;646
274;564
335;726
848;862
805;123
266;217
612;70
433;315
604;965
687;289
560;573
263;202
170;329
576;783
662;567
478;445
803;687
963;8
166;296
506;367
232;741
294;500
423;269
937;474
796;820
339;252
335;510
280;131
343;385
13;843
689;318
631;738
612;33
490;668
603;312
645;15
728;194
17;861
62;589
793;168
198;946
830;129
157;780
133;782
191;708
975;473
36;793
571;589
735;645
416;823
334;677
834;748
9;175
252;164
716;969
127;623
127;569
239;362
523;949
704;66
237;454
597;93
106;594
534;785
705;815
731;75
468;624
264;36
809;107
249;590
607;871
884;589
927;242
467;515
557;912
498;9
434;906
636;52
727;441
182;40
81;958
653;752
339;708
954;474
296;932
677;49
573;478
244;140
772;439
841;81
407;286
646;370
757;673
677;621
954;186
402;787
442;612
620;709
709;406
150;780
456;724
33;976
282;103
203;876
653;565
916;74
644;811
305;631
208;288
529;197
68;600
505;195
197;842
897;724
164;125
317;797
503;78
838;933
225;580
185;925
591;346
70;235
668;756
853;199
211;808
225;903
770;782
629;547
779;836
775;99
113;793
747;896
875;311
839;401
719;674
440;735
230;632
501;31
301;912
897;602
218;419
424;386
791;957
935;659
643;909
768;664
791;668
563;970
237;472
607;191
705;468
844;483
841;802
240;252
190;999
269;500
905;624
410;417
484;873
811;67
673;901
217;171
260;528
504;238
476;532
539;438
951;574
895;66
717;556
340;813
409;857
22;673
574;261
492;694
230;803
469;33
577;575
487;98
204;677
938;842
106;784
54;1
48;528
918;911
780;722
276;957
455;855
38;428
550;284
402;239
432;148
144;145
285;21
167;849
333;745
63;55
466;850
1;64
810;992
262;169
573;52
953;649
852;884
23;396
784;379
501;399
717;228
300;117
955;653
871;354
783;290
491;467
518;874
849;537
484;551
301;714
67;421
98;580
947;963
507;732
852;751
173;445
942;94
223;785
970;210
842;663
516;188
869;799
451;130
96;456
931;318
235;747
255;32
661;164
514;633
46;122
356;536
225;775
786;918
624;114
136;157
944;757
915;845
464;496
480;609
661;579
246;725
688;792
358;612
223;343
548;361
20;766
719;591
92;112
952;601
442;589
87;82
666;338
192;593
170;124
242;634
95;191
146;738
911;902
20;412
784;583
475;940
36;201
795;299
433;102
969;765
637;26
478;101
525;435
180;85
304;179
801;651
763;901
968;641
577;449
311;9
175;475
741;489
923;481
459;167
930;716
991;758
198;558
593;452
260;801
742;301
808;678
446;30
267;45
685;444
385;734
326;104
444;534
619;49
338;587
412;429
493;54
599;656
135;253
538;499
834;314
162;545
54;368
689;65
823;282
84;685
460;983
385;126
471;802
608;387
562;27
180;242
456;735
994;655
685;494
47;132
440;778
151;649
832;117
269;976
83;595
983;625
751;146
631;824
160;244
631;395
700;831
514;691
778;708
408;681
911;796
874;166
491;321
244;966
961;716
350;513
513;894
424;648
434;698
637;677
835;950
35;691
482;157
989;782
43;644
293;381
899;398
405;738
30;196
1;178
86;287
320;942
612;217
74;468
706;39
795;686
252;139
391;818
464;285
8;649
458;342
530;129
762;659
646;515
518;582
207;88
72;473
593;862
702;120
423;519
992;694
125;178
585;548
499;443
627;222
195;750
459;920
221;224
636;871
28;85
448;381
273;226
813;843
407;192
128;887
589;563
744;514
872;403
40;644
183;558
976;100
602;69
303;30
895;290
883;843
8;161
933;24
435;647
229;293
825;775
661;131
912;287
35;274
707;340
642;20
888;81
943;174
904;111
474;41
710;74
690;116
270;183
715;660
552;331
861;38
139;984
698;584
761;500
761;274
922;889
844;989
290;454
584;626
404;512
481;251
241;850
270;749
919;317
957;971
511;984
878;424
457;316
460;307
126;939
252;738
41;878
326;394
483;643
177;163
227;628
460;282
294;18
258;732
291;250
252;161
621;635
274;320
720;189
993;482
24;867
653;818
204;60
986;598
393;744
230;217
522;744
366;680
697;701
517;179
139;797
813;953
818;39
866;520
293;948
770;22
895;268
741;190
783;109
556;95
567;571
73;942
667;466
386;320
904;149
932;724
248;497
879;407
462;675
698;542
761;866
85;759
410;854
514;651
174;627
586;99
777;268
461;23
464;528
127;196
396;731
420;732
824;16
318;297
938;149
838;432
941;937
60;854
655;460
797;928
393;143
255;750
22;102
775;863
936;189
423;430
76;751
911;891
500;342
18;527
657;990
579;956
70;282
42;191
750;848
640;72
488;706
165;716
524;264
821;596
537;629
732;272
872;630
374;14
932;388
693;926
455;454
639;412
412;746
801;580
237;306
916;457
728;96
542;987
132;674
630;877
542;359
740;292
540;917
790;236
203;795
885;648
190;919
560;15
253;300
534;155
880;641
527;982
8;12
40;879
517;572
857;88
250;411
955;986
458;287
374;423
620;327
359;969
950;94
113;110
110;439
464;176
873;992
993;476
47;881
936;632
978;328
184;135
589;342
311;979
30;336
961;161
716;473
904;296
644;803
689;367
519;984
435;627
632;821
868;287
389;656
733;12
839;232
114;650
110;837
565;616
885;788
816;762
449;646
936;154
807;206
706;778
845;481
918;417
398;311
524;489
405;15
760;111
846;701
779;190
388;303
502;570
279;694
823;66
198;189
694;397
601;979
209;865
276;399
12;783
837;575
161;883
890;155
967;343
172;281
536;834
624;472
731;237
488;626
495;632
972;561
645;803
610;131
265;870
625;134
35;883
443;250
2;795
63;407
732;450
815;635
564;791
845;204
286;940
818;483
769;552
4;755
76;677
444;987
766;962
531;807
935;601
131;895
898;76
168;622
659;298
400;959
269;792
702;81
25;127
798;888
8;636
751;884
305;846
939;805
633;635
856;863
883;748
442;798
524;698
876;177
574;677
971;767
83;493
270;209
832;767
782;391
196;622
94;788
670;865
356;166
407;309
92;75
77;58
743;169
778;564
281;771
930;504
604;105
259;874
649;225
616;560
949;264
147;374
142;631
936;410
180;372
456;925
149;535
535;789
27;144
186;99
304;434
406;818
595;138
480;644
968;684
510;327
503;107
497;678
25;102
295;884
320;55
175;955
966;265
905;328
109;784
95;651
687;715
102;186
668;758
51;234
976;871
75;615
873;842
309;448
702;814
361;219
912;168
181;593
708;10
60;782
830;877
681;497
4;494
347;499
771;184
302;198
49;992
92;496
914;919
469;321
754;509
374;464
118;792
116;956
563;640
493;789
459;533
544;837
645;971
293;772
276;957
189;420
988;581
771;567
703;113
490;459
790;450
598;601
921;132
51;688
743;353
327;307
287;387
906;197
632;272
518;348
580;946
893;106
420;897
747;351
547;719
907;951
41;425
924;131
733;118
77;760
889;67
308;18
428;2
420;625
810;50
225;490
508;942
220;786
395;921
78;694
973;164
284;11
364;549
468;283
189;603
512;65
262;29
408;735
228;64
557;298
849;81
840;789
307;64
600;320
789;563
846;568
336;793
607;573
442;63
568;809
549;369
100;221
752;607
223;391
848;182
818;715
243;68
817;963
50;351
689;85
903;454
162;871
215;684
89;702
182;328
191;590
898;721
409;572
73;901
373;447
86;493
528;903
112;636
633;851
833;574
567;389
664;753
558;226
613;33
764;785
715;37
725;228
747;688
233;787
961;328
107;686
353;460
635;11
400;338
790;421
382;623
540;265
22;345
795;777
161;963
895;336
400;202
388;250
32;425
189;263
582;834
893;417
494;267
514;514
277;649
816;960
842;118
340;668
952;434
655;397
711;925
172;791
818;961
616;511
712;612
121;514
323;490
629;477
374;26
765;612
739;773
65;488
588;399
121;280
257;756
948;286
544;92
104;114
977;781
477;390
372;254
895;987
598;892
636;424
86;573
412;231
803;836
511;742
816;334
264;906
362;368
508;961
563;160
827;192
310;650
461;788
624;879
208;451
645;960
462;542
145;70
704;820
717;91
361;391
152;115
974;480
518;853
391;874
498;556
506;237
872;882
682;135
303;145
974;799
329;539
875;442
293;202
715;356
349;511
439;824
439;61
883;458
201;918
284;595
701;27
526;188
947;917
81;383
868;231
140;50
536;800
674;58
698;580
146;938
593;2
598;557
754;412
847;218
912;998
294;421
155;46
898;707
441;320
821;412
407;240
472;348
781;639
279;50
949;341
720;991
371;588
318;33
592;337
945;71
776;452
156;774
61;613
262;183
488;378
295;624
427;804
163;163
204;276
537;800
